Unieknr,plot_id,soil_unit,reference_soil_group,rsg_pq_cod,pq_code,pq1,pq2,pq3,sq_drainag,sq_texture,sq_morphol,sq_fertili,belgisch_bodemtype,belgisch_bodemdistrict,bodemkaart_streek,bodemtype_ruw,bodemtype,bodemserie_c,bodemserie,Substr_V_c,SubstraatV,Textuur_c,Textuur,Drainage_c,Drainage,Profontw_c,Profontw,Fase_c,Fase,Varimoma_c,Varimoma,Variprof_c,Variprof,Serie_c,Serie,Subserie_c,Subserie,Type_c,Type,Subtype_c,Subtype,Uitleg_tit,Uitleg,Type_class,Bodtypstr,PNV,Kaartbldnr
520,520,"Eutric Stagnic Cambisols (Loamic, Abruptic)",Cambisols,CM-st.eu,st.eu,Stagnic,Eutric,-,Stagnic,Loamic,Abruptic,Eutric,wSdp,West-Vlaams cuestaland,Zandstreek,Vochtig zand,wSdp,Sdp,Matig natte lemig zandbodem zonder profiel,w,klei-zand op geringe diepte (ondieper dan 75 cm),S,lemig zand,d,"matig nat, matig gleyig",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sdp in de Zandstreek,"Behalve onder bos waar de Ap afwezig is (Sdpo), is onder landbouwgrond de bouwvoor 30-40 cm dik en donker grijsbruin. De roestverschijnselen beginnen op 40-60 cm. De waterhuishouding is goed in de zomer, plaatselijk te nat in de winter, vooral op de subs",Rest van Vlaanderen,wSdp-ZS,6,52W
521,521,"Eutric Stagnic Cambisols (Loamic, Abruptic)",Cambisols,CM-st.eu,st.eu,Stagnic,Eutric,-,Stagnic,Loamic,Abruptic,Eutric,wSdp,West-Vlaams cuestaland,Zandstreek,Vochtig zand,wSdp,Sdp,Matig natte lemig zandbodem zonder profiel,w,klei-zand op geringe diepte (ondieper dan 75 cm),S,lemig zand,d,"matig nat, matig gleyig",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sdp in de Zandstreek,"Behalve onder bos waar de Ap afwezig is (Sdpo), is onder landbouwgrond de bouwvoor 30-40 cm dik en donker grijsbruin. De roestverschijnselen beginnen op 40-60 cm. De waterhuishouding is goed in de zomer, plaatselijk te nat in de winter, vooral op de subs",Rest van Vlaanderen,wSdp-ZS,6,52W
522,522,"Eutric Stagnic Cambisols (Loamic, Abruptic)",Cambisols,CM-st.eu,st.eu,Stagnic,Eutric,-,Stagnic,Loamic,Abruptic,Eutric,wSdp,West-Vlaams cuestaland,Zandstreek,Vochtig zand,wSdp,Sdp,Matig natte lemig zandbodem zonder profiel,w,klei-zand op geringe diepte (ondieper dan 75 cm),S,lemig zand,d,"matig nat, matig gleyig",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sdp in de Zandstreek,"Behalve onder bos waar de Ap afwezig is (Sdpo), is onder landbouwgrond de bouwvoor 30-40 cm dik en donker grijsbruin. De roestverschijnselen beginnen op 40-60 cm. De waterhuishouding is goed in de zomer, plaatselijk te nat in de winter, vooral op de subs",Rest van Vlaanderen,wSdp-ZS,6,52W
523,523,"Eutric Stagnic Cambisols (Loamic, Abruptic)",Cambisols,CM-st.eu,st.eu,Stagnic,Eutric,-,Stagnic,Loamic,Abruptic,Eutric,wSdp,West-Vlaams cuestaland,Zandstreek,Vochtig zand,wSdp,Sdp,Matig natte lemig zandbodem zonder profiel,w,klei-zand op geringe diepte (ondieper dan 75 cm),S,lemig zand,d,"matig nat, matig gleyig",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sdp in de Zandstreek,"Behalve onder bos waar de Ap afwezig is (Sdpo), is onder landbouwgrond de bouwvoor 30-40 cm dik en donker grijsbruin. De roestverschijnselen beginnen op 40-60 cm. De waterhuishouding is goed in de zomer, plaatselijk te nat in de winter, vooral op de subs",Rest van Vlaanderen,wSdp-ZS,6,52W
701,701,Gleyic Terric Cambisols (Arenic),Cambisols,CM-tr.gl,tr.gl,Terric,Gleyic,-,Endogleyic,Arenic,-,Eutric,ZdP,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,ZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,,,Z,zand,d,"matig nat, matig gleyig",p+x,met profielontwikkelingsklassen p en x,,,,,,,,,,,,,,,bodemserie Zdh en complexen ZdP en ZdG in de Zandstreek,"De kaarteenheden aangeduid als ZdP groeperen boringen waarin men de verbrokkelde resten van de Podzol B (..h) vindt, de zachte humus B werd homogeen in de bouwvoor verwerkt. Naast deze waarnemingen vindt men plaatsen waar de totale Podzol B werd uitgegra",Rest van Vlaanderen,ZdP-ZS,7,41E
702,702,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
703,703,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,gl.eu,Gleyic,Eutric,-,Endogleyic,Loamic,-,Eutric,Sdp,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,Sdp,Sdp,Matig natte lemig zandbodem zonder profiel,,,S,lemig zand,d,"matig nat, matig gleyig",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sdp in de Zandstreek,"Behalve onder bos waar de Ap afwezig is (Sdpo), is onder landbouwgrond de bouwvoor 30-40 cm dik en donker grijsbruin. De roestverschijnselen beginnen op 40-60 cm. De waterhuishouding is goed in de zomer, plaatselijk te nat in de winter, vooral op de subs",Rest van Vlaanderen,Sdp-ZS,6,41E
704,704,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,gl.eu,Gleyic,Eutric,-,Endogleyic,Loamic,-,Eutric,Sdp,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,Sdp,Sdp,Matig natte lemig zandbodem zonder profiel,,,S,lemig zand,d,"matig nat, matig gleyig",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sdp in de Zandstreek,"Behalve onder bos waar de Ap afwezig is (Sdpo), is onder landbouwgrond de bouwvoor 30-40 cm dik en donker grijsbruin. De roestverschijnselen beginnen op 40-60 cm. De waterhuishouding is goed in de zomer, plaatselijk te nat in de winter, vooral op de subs",Rest van Vlaanderen,Sdp-ZS,6,41E
705,705,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,gl.eu,Gleyic,Eutric,-,Endogleyic,Loamic,-,Eutric,Sdp,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,Sdp,Sdp,Matig natte lemig zandbodem zonder profiel,,,S,lemig zand,d,"matig nat, matig gleyig",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sdp in de Zandstreek,"Behalve onder bos waar de Ap afwezig is (Sdpo), is onder landbouwgrond de bouwvoor 30-40 cm dik en donker grijsbruin. De roestverschijnselen beginnen op 40-60 cm. De waterhuishouding is goed in de zomer, plaatselijk te nat in de winter, vooral op de subs",Rest van Vlaanderen,Sdp-ZS,6,41E
706,706,Gleyic Terric Cambisols (Arenic),Cambisols,CM-tr.gl,tr.gl,Terric,Gleyic,-,Endogleyic,Arenic,-,Eutric,ZdP,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,ZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,,,Z,zand,d,"matig nat, matig gleyig",p+x,met profielontwikkelingsklassen p en x,,,,,,,,,,,,,,,bodemserie Zdh en complexen ZdP en ZdG in de Zandstreek,"De kaarteenheden aangeduid als ZdP groeperen boringen waarin men de verbrokkelde resten van de Podzol B (..h) vindt, de zachte humus B werd homogeen in de bouwvoor verwerkt. Naast deze waarnemingen vindt men plaatsen waar de totale Podzol B werd uitgegra",Rest van Vlaanderen,ZdP-ZS,7,41E
707,707,Gleyic Terric Cambisols (Arenic),Cambisols,CM-tr.gl,tr.gl,Terric,Gleyic,-,Endogleyic,Arenic,-,Eutric,ZdP,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,ZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,,,Z,zand,d,"matig nat, matig gleyig",p+x,met profielontwikkelingsklassen p en x,,,,,,,,,,,,,,,bodemserie Zdh en complexen ZdP en ZdG in de Zandstreek,"De kaarteenheden aangeduid als ZdP groeperen boringen waarin men de verbrokkelde resten van de Podzol B (..h) vindt, de zachte humus B werd homogeen in de bouwvoor verwerkt. Naast deze waarnemingen vindt men plaatsen waar de totale Podzol B werd uitgegra",Rest van Vlaanderen,ZdP-ZS,7,41E
708,708,Gleyic Terric Cambisols (Arenic),Cambisols,CM-tr.gl,tr.gl,Terric,Gleyic,-,Endogleyic,Arenic,-,Eutric,ZdP,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,ZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,,,Z,zand,d,"matig nat, matig gleyig",p+x,met profielontwikkelingsklassen p en x,,,,,,,,,,,,,,,bodemserie Zdh en complexen ZdP en ZdG in de Zandstreek,"De kaarteenheden aangeduid als ZdP groeperen boringen waarin men de verbrokkelde resten van de Podzol B (..h) vindt, de zachte humus B werd homogeen in de bouwvoor verwerkt. Naast deze waarnemingen vindt men plaatsen waar de totale Podzol B werd uitgegra",Rest van Vlaanderen,ZdP-ZS,7,41E
709,709,Gleyic Terric Cambisols (Arenic),Cambisols,CM-tr.gl,tr.gl,Terric,Gleyic,-,Endogleyic,Arenic,-,Eutric,ZdP,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,ZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,,,Z,zand,d,"matig nat, matig gleyig",p+x,met profielontwikkelingsklassen p en x,,,,,,,,,,,,,,,bodemserie Zdh en complexen ZdP en ZdG in de Zandstreek,"De kaarteenheden aangeduid als ZdP groeperen boringen waarin men de verbrokkelde resten van de Podzol B (..h) vindt, de zachte humus B werd homogeen in de bouwvoor verwerkt. Naast deze waarnemingen vindt men plaatsen waar de totale Podzol B werd uitgegra",Rest van Vlaanderen,ZdP-ZS,7,41E
710,710,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,gl.eu,Gleyic,Eutric,-,Endogleyic,Loamic,-,Eutric,Sep,Centrale Vlaamse laagvlakte,Zandstreek,Nat zand,Sep,Sep,Natte lemig zandbodem zonder profiel,,,S,lemig zand,e,"nat, sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sep in de Zandstreek,"Sep is een veel voorkomende serie met talrijke variaties in substraat, moedermateriaalvarianten en profielontwikkelingsvarianten. Het vertegenwoordigt een natte Regosol met algemeen een dikke humeuze laag, soms verveend, waarin de roestverschijnselen beg",Rest van Vlaanderen,Sep-ZS,7,41E
711,711,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
712,712,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
713,713,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
714,714,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
715,715,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
716,716,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
717,717,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
718,718,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
719,719,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,gl.eu,Gleyic,Eutric,-,Endogleyic,Loamic,-,Eutric,Sdp,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,Sdp,Sdp,Matig natte lemig zandbodem zonder profiel,,,S,lemig zand,d,"matig nat, matig gleyig",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sdp in de Zandstreek,"Behalve onder bos waar de Ap afwezig is (Sdpo), is onder landbouwgrond de bouwvoor 30-40 cm dik en donker grijsbruin. De roestverschijnselen beginnen op 40-60 cm. De waterhuishouding is goed in de zomer, plaatselijk te nat in de winter, vooral op de subs",Rest van Vlaanderen,Sdp-ZS,6,41E
720,720,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,gl.eu,Gleyic,Eutric,-,Endogleyic,Loamic,-,Eutric,Sep,Centrale Vlaamse laagvlakte,Zandstreek,Nat zand,Sep,Sep,Natte lemig zandbodem zonder profiel,,,S,lemig zand,e,"nat, sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sep in de Zandstreek,"Sep is een veel voorkomende serie met talrijke variaties in substraat, moedermateriaalvarianten en profielontwikkelingsvarianten. Het vertegenwoordigt een natte Regosol met algemeen een dikke humeuze laag, soms verveend, waarin de roestverschijnselen beg",Rest van Vlaanderen,Sep-ZS,7,41E
721,721,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,gl.eu,Gleyic,Eutric,-,Endogleyic,Loamic,-,Eutric,Sep,Centrale Vlaamse laagvlakte,Zandstreek,Nat zand,Sep,Sep,Natte lemig zandbodem zonder profiel,,,S,lemig zand,e,"nat, sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sep in de Zandstreek,"Sep is een veel voorkomende serie met talrijke variaties in substraat, moedermateriaalvarianten en profielontwikkelingsvarianten. Het vertegenwoordigt een natte Regosol met algemeen een dikke humeuze laag, soms verveend, waarin de roestverschijnselen beg",Rest van Vlaanderen,Sep-ZS,7,41E
722,722,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,gl.eu,Gleyic,Eutric,-,Endogleyic,Loamic,-,Eutric,Sep,Centrale Vlaamse laagvlakte,Zandstreek,Nat zand,Sep,Sep,Natte lemig zandbodem zonder profiel,,,S,lemig zand,e,"nat, sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sep in de Zandstreek,"Sep is een veel voorkomende serie met talrijke variaties in substraat, moedermateriaalvarianten en profielontwikkelingsvarianten. Het vertegenwoordigt een natte Regosol met algemeen een dikke humeuze laag, soms verveend, waarin de roestverschijnselen beg",Rest van Vlaanderen,Sep-ZS,7,41E
723,723,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,gl.eu,Gleyic,Eutric,-,Endogleyic,Loamic,-,Eutric,Sep,Centrale Vlaamse laagvlakte,Zandstreek,Nat zand,Sep,Sep,Natte lemig zandbodem zonder profiel,,,S,lemig zand,e,"nat, sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sep in de Zandstreek,"Sep is een veel voorkomende serie met talrijke variaties in substraat, moedermateriaalvarianten en profielontwikkelingsvarianten. Het vertegenwoordigt een natte Regosol met algemeen een dikke humeuze laag, soms verveend, waarin de roestverschijnselen beg",Rest van Vlaanderen,Sep-ZS,7,41E
724,724,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,gl.eu,Gleyic,Eutric,-,Endogleyic,Loamic,-,Eutric,Sep,Centrale Vlaamse laagvlakte,Zandstreek,Nat zand,Sep,Sep,Natte lemig zandbodem zonder profiel,,,S,lemig zand,e,"nat, sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sep in de Zandstreek,"Sep is een veel voorkomende serie met talrijke variaties in substraat, moedermateriaalvarianten en profielontwikkelingsvarianten. Het vertegenwoordigt een natte Regosol met algemeen een dikke humeuze laag, soms verveend, waarin de roestverschijnselen beg",Rest van Vlaanderen,Sep-ZS,7,41E
725,725,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,gl.eu,Gleyic,Eutric,-,Endogleyic,Loamic,-,Eutric,Sep,Centrale Vlaamse laagvlakte,Zandstreek,Nat zand,Sep,Sep,Natte lemig zandbodem zonder profiel,,,S,lemig zand,e,"nat, sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sep in de Zandstreek,"Sep is een veel voorkomende serie met talrijke variaties in substraat, moedermateriaalvarianten en profielontwikkelingsvarianten. Het vertegenwoordigt een natte Regosol met algemeen een dikke humeuze laag, soms verveend, waarin de roestverschijnselen beg",Rest van Vlaanderen,Sep-ZS,7,41E
726,726,Eutric Gleyic Cambisols (Loamic),Cambisols,CM-gl.eu,gl.eu,Gleyic,Eutric,-,Endogleyic,Loamic,-,Eutric,Sep,Centrale Vlaamse laagvlakte,Zandstreek,Nat zand,Sep,Sep,Natte lemig zandbodem zonder profiel,,,S,lemig zand,e,"nat, sterk gleyig met reductiehorizont",p,zonder profielontwikkeling,,,,,,,,,,,,,,,bodemserie Sep in de Zandstreek,"Sep is een veel voorkomende serie met talrijke variaties in substraat, moedermateriaalvarianten en profielontwikkelingsvarianten. Het vertegenwoordigt een natte Regosol met algemeen een dikke humeuze laag, soms verveend, waarin de roestverschijnselen beg",Rest van Vlaanderen,Sep-ZS,7,41E
727,727,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,,41E
728,728,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,,41E
729,729,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,,41E
730,730,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,,41E
731,731,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
732,732,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
733,733,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
734,734,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
735,735,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
736,736,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
737,737,Technosols/Not Surveyed,Technosols/Not Surveyed,TC,,-,-,-,-,-,-,-,OT,Centrale Vlaamse laagvlakte,Kunstmatige gronden,Antropogeen,OT,OT,Sterk vergraven gronden,,,,,,,,,,,,,,,O,kunstmatige gronden,,,T,sterk vergraven gronden,,,bodemserie OT,Soms wordt het bodemprofiel door het ingrijpen van de mens gewijzigd of vernietigd (kunstmatige gronden). De bodems in vergraven terreinen (OT) zijn daar een voorbeeld van.,Zeepolders,OT-KUNST,4,41E
738,738,Gleyic Terric Cambisols (Arenic),Cambisols,CM-tr.gl,tr.gl,Terric,Gleyic,-,Endogleyic,Arenic,-,Eutric,ZdP,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,ZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,,,Z,zand,d,"matig nat, matig gleyig",p+x,met profielontwikkelingsklassen p en x,,,,,,,,,,,,,,,bodemserie Zdh en complexen ZdP en ZdG in de Zandstreek,"De kaarteenheden aangeduid als ZdP groeperen boringen waarin men de verbrokkelde resten van de Podzol B (..h) vindt, de zachte humus B werd homogeen in de bouwvoor verwerkt. Naast deze waarnemingen vindt men plaatsen waar de totale Podzol B werd uitgegra",Rest van Vlaanderen,ZdP-ZS,7,41E
739,739,Gleyic Terric Cambisols (Arenic),Cambisols,CM-tr.gl,tr.gl,Terric,Gleyic,-,Endogleyic,Arenic,-,Eutric,ZdP,Centrale Vlaamse laagvlakte,Zandstreek,Vochtig zand,ZdP,ZdP,Matig natte zandbodem zonder profiel of met onbepaald profiel,,,Z,zand,d,"matig nat, matig gleyig",p+x,met profielontwikkelingsklassen p en x,,,,,,,,,,,,,,,bodemserie Zdh en complexen ZdP en ZdG in de Zandstreek,"De kaarteenheden aangeduid als ZdP groeperen boringen waarin men de verbrokkelde resten van de Podzol B (..h) vindt, de zachte humus B werd homogeen in de bouwvoor verwerkt. Naast deze waarnemingen vindt men plaatsen waar de totale Podzol B werd uitgegra",Rest van Vlaanderen,ZdP-ZS,7,41E
